ocm_id,ocm_uuid,ocm_title,ocm_latitude,ocm_longitude,ocm_operator,ocm_usage_cost,ocm_number_of_points,ocm_address_line1,ocm_town,ocm_postcode,ocm_plug_types,ocm_connection_count,ocm_max_power_kw,ocm_date_last_verified
470241,2715B425-E896-4F11-9D03-7E6BF5F5FF23,Subiaco DC Charger,-31.943967463962927,115.82864117108204,Chargefox,,4.0,201 Subiaco Rd,Subiaco,6008,CCS (Type 2); CHAdeMO,4,75.0,2025-11-26T17:20:00Z
462699,E482FF78-4DF4-4763-BF3A-C8C5C9DC942A,Donato,-38.256545398294726,145.0374398950537,(Unknown Operator),,2.0,88 craigie Rd,Mt Martha,3934,Unknown,1,,2025-11-04T11:49:00Z
462383,E517CE0E-A3BD-4CB9-826E-A021787694DB,Evie Mansfield,-37.05103784342149,146.08673665423203,Evie,,2.0,Early Street,Mansfield,,CCS (Type 2); CHAdeMO,2,50.0,2025-10-25T23:59:00Z
461964,DD2A2AB9-FD66-4D37-B909-66C2D00B990B,Kennington Village Shopping Centre,-36.77522424001277,144.305953060746,(Unknown Operator),Free,2.0,Condon St,Bendigo,3550,CCS (Type 2),1,,2025-10-12T01:39:00Z
461963,2E00B00C-3F82-426A-A1BC-B29CEA33B7CA,La Trobe University Bendigo,-36.778689772739966,144.30153718662336,(Unknown Operator),,10.0,Car Park 1,Bendigo,,CCS (Type 2),1,,2025-10-12T01:29:00Z
461814,1A21AE7E-8C43-44A4-BB5E-97F19B231B8C,Common People Brewing,-28.696494360025127,153.50949385748117,(Unknown Operator),free,2.0,9 Dudgeons Lane,Bangalow,2479,Type 2 (Tethered Connector) ,1,,2025-10-09T04:14:00Z
461735,78E00C52-2642-4B24-B692-9CC36FCBE16C,Tesla Supercharger Keysborough,-37.99265638766672,145.14482179447077,Tesla (including non-tesla),,6.0,Springvale Road,Keysborough,,CCS (Type 2),1,270.0,2025-10-05T04:09:00Z
461734,EB9F825E-7620-4248-AB6A-FF56285B4AE2,Tesla Supercharger Nhill,-36.332722244434336,141.651505985629,Tesla (including non-tesla),,4.0,Nelson Street,Nhill,,CCS (Type 2),1,270.0,2025-10-05T04:09:00Z
461732,808E3788-25AF-4771-A874-D9DC30AFBEEB,Shell Recharge Corio,-38.07542415453054,144.37025628239667,Ampol AmpCharge,,4.0,Princes Highway,Norlane,,CCS (Type 2),1,350.0,2025-10-05T04:04:00Z
461731,C0430411-90B1-47BD-83DF-FD9680DA3BEA,Ampcharge Waurn Ponds,-38.19919196237264,144.31698737047805,Ampol AmpCharge,,6.0,Colac Road,Waurn Ponds,,CCS (Type 2),1,150.0,2025-10-05T03:59:00Z
461730,7F58CF31-7679-41B0-BE06-3735EB5D36CE,Ampcharge Karingal Hub,-38.15191969262739,145.16596676548875,Ampol AmpCharge,,8.0,Karingal Drive,Karingal,,CCS (Type 2),1,180.0,2025-10-05T03:59:00Z
461729,AE3300F6-8509-4202-B068-B3E6FD2E1235,Bunnings Springvale,-37.931885715813294,145.1527741495313,Exploren,free,2.0,Princes Highway,Springvale,,CCS (Type 2),1,120.0,2025-10-05T03:54:00Z
461728,40CD4B1C-86BD-4BE2-8254-56CA44FF3E41,Evie Doncaster East,-37.7617875851612,145.16840228271178,Evie,,4.0,Blackburn Road,Doncaster East,,CCS (Type 2),1,50.0,2025-10-05T03:54:00Z
461335,86F1E3A8-C41C-470F-B862-B14E6774E97E,Tesla Supercharger Coolac ,-34.92406429306022,148.16582371947493,Tesla (including non-tesla),,12.0,477 Coolac Road ,Coolac ,2727,CCS (Type 2),1,300.0,2025-09-24T02:47:00Z
461192,24E4B43D-82BD-429E-932B-78721DBE4358,Equinox Business Park,-35.32076185148239,149.09758722281003,SolarHub Charge (AU),$0.45 per kWh,2.0,Level 1/70 Kent St,Deakin,2600,Type 2 (Tethered Connector) ,1,22.0,2025-09-20T15:15:00Z
460625,661DF780-F3E3-4E7B-A2C8-3E43014B8B7B,Tesla Supercharger Taree,-31.90775175578876,152.46206814642426,Tesla (including non-tesla),,12.0,37 Wynter Street,Taree,2430,CCS (Type 2),1,250.0,2026-09-05T11:22:00Z
460617,76238503-75E5-467B-9251-D5FA4B4AEA6C,Kew Tesla Supercharger,-31.63433387636207,152.7251587763015,Tesla (including non-tesla),$0.52/kWh - $0.72/kWh,8.0,2 Ocean Drive,Kew,2439,CCS (Type 2),1,250.0,2025-09-01T05:09:00Z
460615,F1007179-B0BC-4DCB-AC3C-7FA1CB24EA73,Tesla Supercharger Armidale,-30.51342702073365,151.66370928733022,Tesla (including non-tesla),,4.0,117 Jessie Street,Armidale,,CCS (Type 2),1,250.0,2025-09-01T05:09:00Z
460608,0D908900-F940-4C9A-90EE-844ED639FB2B,Evie Bruthen,-37.70832751627004,147.83442755187457,Evie,,2.0,79 Main St,Bruthen,3885,CCS (Type 2); CHAdeMO,2,50.0,2025-09-01T05:09:00Z
460474,6F6C8B6F-A8C8-43AA-9AAC-DDD27689DE17,Georges Place,-34.41859867256016,150.90226317639872,EVX (AU),0.55,2.0,Georges Place,Wollongong,2500,Type 2 (Socket Only),1,22.0,2025-08-25T07:52:00Z
460473,A6F56A8D-1FE2-40DF-AE67-D01DD40775E7,EVX Austinmer,-34.30096753205442,150.93993271999892,EVX (AU),0.55,2.0,Headland Avenue,Austinmer,2516,Type 2 (Socket Only),1,22.0,2025-08-25T07:52:00Z
460472,19B36FDF-0618-4C8B-8F46-74F26899FA50,Railway Parade Thirroul,-34.3177075435834,150.91844342618032,EVX (AU),0.5,2.0,Railway Parade,Thirroul,2515,Type 2 (Socket Only),1,22.0,2025-08-25T07:52:00Z
460406,7BDD0C3C-6570-4AD6-84B8-8B2A2D02BB4B,Yanchep Station,-31.531513065394773,115.64576693855976,WeVolt (AU),,10.0,Wellness Ave,Yanchep City,,Type 2 (Socket Only),10,22.0,2025-08-16T13:49:00Z
460405,88463BA0-2236-497E-87B7-171B7C0494FE,Egliton Station,-31.58244937544582,115.6710031952469,WeVolt (AU),,10.0,Pipidiny Road,Wanneroo City,,Type 2 (Socket Only),10,22.0,2025-08-16T15:41:00Z
460388,37612A7F-CAF7-4419-91FB-E3E3E3EFBFA9,Bridport Visitor Information Centre,-41.00362304292772,147.39490555873044,Chargefox,$10 flat fee for upto 3 Hours charging but subject to opening hours and availability.,1.0,75 Main Street,Bridport,7262,Type 2 (Socket Only),1,22.0,2025-08-25T07:53:00Z
460387,853BE7F9-1BA1-49C5-826E-A58EC6A19E18,Chargefox - Electric Highway Tasmania ,-41.29976674576168,146.95180996460158,Chargefox,$0.70 per kWh (at all times),2.0,67 Main Rd,Exeter,7275,CCS (Type 2); CHAdeMO,2,80.0,2025-08-25T07:53:00Z
460385,4B10F6B2-B2DB-4B6D-A2E6-C793796ACFB9,Fremantle Village Private Wall Charger,-32.08053323173767,115.7607985219131,Chargefox,,1.0,25 Cockburn Rd,Fremantle City,6173,Type 2 (Tethered Connector) ,1,22.0,2025-08-15T05:10:00Z
460280,855FBD33-7F5E-4E57-8400-0D17B8BE0CF9,New Italy Tesla SuperCharger,-29.153543930988555,153.29699805885593,Tesla (including non-tesla),,12.0,8725 Pacific Motorway,Richmond Valley New Italy,2472,CCS (Type 2),1,250.0,2025-08-25T07:52:00Z
460274,C20E8F04-C229-43A6-85F4-C1A850C1536F,Fremantle Village,-32.08049146557816,115.76093557216541,WeVolt (AU),,2.0,25 Cockburn Rd,Fremantle,6162,Type 2 (Tethered Connector) ,2,22.0,2025-08-15T05:01:00Z
460268,930C9A92-BAF4-4B0C-844E-6D45836AF5EA,Edgewater Mini Mall,-31.77279103960022,115.78903506332733,Chargefox,,2.0,Edgewater at Wisteria,Joondalup City,6027,CCS (Type 2),1,160.0,2025-08-09T08:44:00Z
460267,0D647E0A-059E-4D13-BE19-1DF66D342F09,Warrick Grove Mall,-31.844519570688263,115.81063291060804,Chargefox,$0.69 per kWh,2.0,Beach at Erindale,Stirling City,6024,CCS (Type 2); Type 2 (Socket Only),2,150.0,2025-08-09T08:31:00Z
460266,3A13D514-21C6-4BD0-BDC1-E6E76A17FA70,Armadale Shopping Center Mall,-32.15264094012242,116.01653885290102,Evie,,4.0,34 Prospect,Armadale,6112,CCS (Type 2),2,150.0,2025-08-09T08:12:00Z
460223,2E2FD90F-5FB9-447B-BE39-A9B2DFB1F13A,NRMA - Deloraine,-41.4839213062893,146.597764437431,NRMA,$0.74/kWh,2.0,10 Christmas Hills Road,Elizabeth Town,7304,CCS (Type 2); CHAdeMO,2,180.0,2025-08-07T05:39:00Z
460216,629AC3CF-7FED-4385-A1C7-DAEEC24F82C7,Waterview Motel,-29.44986685538678,153.20044831227457,(Unknown Operator),,4.0,121 River Street,Maclean,2463,CCS (Type 2),1,22.0,2025-08-06T02:54:00Z
460104,75D11F49-CA79-442C-A3BB-60926A11BF0D,Falls Creek Gully Carpark,-36.86168140570233,147.2772150957304,Chargefox,,1.0,Gully Carpark,Falls Creek,3699,CCS (Type 2),1,22.0,2025-07-30T00:34:00Z
460103,0AD8CCC5-1930-4562-9DB2-4ACD453683D7,Mallacoota,-37.55807482068432,149.75830562547122,Chargefox,,2.0,4 Greer St,Mallacoota,3056,CCS (Type 2); CHAdeMO,2,40.0,2025-07-30T00:24:00Z
459875,5DAA84D7-F8A6-4945-835E-D7280C7F3A94,Dunsborough Centerpoint,-33.615314287255,115.10430380966926,WeVolt (AU),$0.60 per kWh,4.0,4/16 Cyrillean Way,Dounsborough,,CCS (Type 2),2,400.0,2025-07-17T12:55:00Z
459866,E49AFC34-F6A0-42BB-9282-D872FBBD9387,Busselton Supercharger,-33.65033638751631,115.3419239059312,Tesla (including non-tesla),,6.0,23 Prince Street,Bussleton,6280,CCS (Type 2),1,250.0,2025-12-01T12:18:00Z
459819,2295FEE4-8EAF-4DE9-9E30-6EC8270A78BC,Erldunda Roadhouse,-25.197621043537964,133.2007686397002,NRMA,0.66,4.0,"Cnr Stuart Hwy &, Lasseter Hwy",Ghan,0872,CCS (Type 2),1,80.0,2025-07-16T04:34:00Z
459292,A340D5F4-4089-4334-869E-9561DA6BD377,Packenham Supercharger,-38.06062002503898,145.45191319274613,Tesla (including non-tesla),,1.0,825 Princess Highway,Packenham,3810,CCS (Type 2),1,270.0,2025-07-08T02:49:00Z
459291,7155B372-E226-4D02-87A8-E4703E5B378D,Abbotsford Supercharger ,-37.809084572181135,144.99588508312934,Tesla (including non-tesla),up to $0.92/kWh,1.0,"313 Victoria Street, Abbotsford Victoria Australia 3067",,,CCS (Type 2),1,250.0,2025-07-08T02:44:00Z
313013,8C2B74AA-86E3-410C-94FB-0306BC215472,RAC Rockingham,-32.278405892367665,115.73343448114483,Chargefox,,3.0,34 Rockingham Road,Rockingham,6168,CCS (Type 2); Type 2 (Socket Only),2,50.0,2025-06-03T07:52:00Z
312994,644CA6FA-049E-4C05-A51F-96EC36D88A5B,Friday Drive,-36.49933162239967,148.31394368312021,Exploren,0,5.0,Friday Drive,Thredbo,2625,Type 2 (Socket Only),5,22.0,2025-06-06T15:29:00Z
312659,7CD94BA8-8266-4892-97A8-191EFADE3E33,Evie 300kW Charger,-31.090167611011005,150.93009578041267,Evie,63c,1.0,Cooper Lane,Tamworth,2340,CCS (Type 2); Type 2 (Socket Only),2,300.0,2025-05-20T02:24:00Z
312348,6FE60986-E8FC-4D0B-9498-54748F5A018E,UQ Sport Synthetic Playing Fields Carpark,-27.49556916265702,153.01687437525777,(Unknown Operator),Free,1.0,Union Road,St Lucia,4067,Type 2 (Socket Only),2,22.0,2025-05-09T05:39:00Z
312274,82278223-084F-409E-9245-21ED0E81C9CB,Tesla Supercharger - Coles Tenterfield,-29.05609836727929,152.0175413889591,Tesla (including non-tesla),$0.69/kWh,3.0,1 Crown St,Tenterfield,2372,CCS (Type 2),1,250.0,2025-05-07T05:24:00Z
312205,A52CB806-7C90-4653-A4FE-941F4543F941,Raintrees Shopping Centre,-16.92767444041077,145.74067618608592,Evie,,1.0,Cochrane St,Manunda,4870,CCS (Type 2); CHAdeMO,2,150.0,2025-05-05T11:24:00Z
312202,0A457DFB-4724-42D9-AF6A-E2173299E55B,North Coogee,-32.103569887176576,115.76179172018556,Chargefox,,1.0,12 Calypso Parade,Cockburn,6163,CCS (Type 2),1,24.0,2025-05-02T08:23:00Z
311913,1B199357-EA08-4E80-AEC4-D5F2348B0189,Ibis Styles - Orange,-33.29624580559161,149.1158097006989,Chargehub,"$0.45 per kWh, may vary. See chargehub app.",3.0,146 Bathurst Road,ORANGE,2800,Type 2 (Socket Only),1,11.0,2025-04-28T10:59:00Z
311851,925F709D-A493-4FB6-B3EE-70F59B38B963,Ti Tree Food Barn And Accomodation,-22.128419686553514,133.41291638188062,(Unknown Operator),$5 per hour at 11kw,1.0,26 Spencer St,Ti Tree,0872,Type 2 (Socket Only),1,22.0,2025-04-28T11:02:00Z
311704,5DCC6551-19AC-4402-B830-49DA36881C2C,Moonee Beach,-30.204419650385248,153.14979824525767,Tesla (including non-tesla),$0.56/kWh,15.0,2 Moonee Beach Rd,Moonee Beach,2450,CCS (Type 2),1,250.0,2025-04-28T11:06:00Z
311439,36160976-BA1F-4ED8-AF9D-8FED366D632D,Mid Western - Rylstone Memorial Ha,-32.7975704730334,149.9704138553882,Smart Charge (AU),$0.33 + $0.35/kWh,1.0,73 Louee Street,Rylstone,2849,Type 2 (Socket Only),1,22.0,2025-04-01T20:29:00Z
311438,27D6B004-9B07-4E5C-89D1-43EE8690992B,Orange City Council - City Library,-33.280686670068434,149.10299728353368,Exploren,$0.47/kWh,2.0,259 Lords Place,Orange,2800,Type 2 (Socket Only),2,7.0,2025-04-01T20:24:00Z
311437,F4FAD277-A712-4809-8804-3646B0BCFA2B,Orange City Council - Lake Canobolas,-33.301609034288234,149.02770582128016,Exploren,$0.47/kWh,1.0,145 Lake Canobolas Road,Nashdale,2800,Type 2 (Socket Only),1,7.0,2025-04-01T20:19:00Z
311308,F5C00528-3C30-4853-A252-0551F881702D,Tesla Destination Charger,-33.883393295749826,151.1945968746586,Tesla (including non-tesla),0,3.0,1 Bay Street,Broadway,2007,CCS (Type 2),1,22.0,2025-03-29T03:34:00Z
311246,FAA5FBA9-5391-4C0E-AEBB-58CFC4998E6E,RAA Charge Burnside,-34.93801594919658,138.6425800415402,Chargefox,,3.0,401 Greenhill Road,Tusmore,5065,CCS (Type 2),1,200.0,2026-07-17T08:24:00Z
309473,5EED8E73-F582-461C-94C5-8D38791B07A9,Jamison Plaza,-35.253593432980516,149.07064139540887,Evie,,4.0,15 Jamison Centre,Macquarie,2614,CCS (Type 2); CHAdeMO,2,150.0,2026-06-30T06:32:00Z
309176,24746A3E-3A24-413C-B4F5-5A19A7320E2A,Margret River Tourist Park,-33.959075795124406,115.06844919683817,(Unknown Operator),Free,1.0,44 Station Rd,Margret River,6285,Type 2 (Tethered Connector) ,1,3.0,2025-03-02T22:02:00Z
309175,E63F8374-7B29-4CD6-A391-FA85C454011B,Voyager Estate,-33.996815152288036,115.05174922517313,(Unknown Operator),Free,2.0,41 Stevens Rd,Margret River,6285,Type 2 (Tethered Connector) ,2,22.0,2025-03-02T21:56:00Z
309174,65412192-C904-4397-B546-2C98166DFF81,Witchcliffe Eco Village Cluster 1B,-34.02471728976703,115.10472719347104,Chargefox,"$0.36 per kWh, 08h00 - 17h00. $0.45 per kWh ,17h00 - 08h00.",2.0,27 Yornitj Grv,Witchcliffe ,6286,CCS (Type 2),1,75.0,2025-03-02T21:39:00Z
309173,CBA4F204-A96B-49B4-AE28-57367BFAEEDB,Witchcliffe Eco Village Cluster 1C,-34.02340379655558,115.10517303012352,Chargefox,"$0.36 per kWh, 08h00 - 17h00. $045 per kWh, 17h00 - 08h00",2.0,41 Kulbardi Way,Witchcliffe,6286,CCS (Type 2),1,75.0,2025-03-02T21:40:00Z
309172,72EE30BA-F209-434D-A8B2-9BF326D74FB9,Witchcliffe Eco Village Cluster 1A,-34.02317492846884,115.10296392250677,Chargefox,"$0.36 per kWh, 08h00 - 17h00. $0.45 per kWh ,17h00 - 08h00.",2.0,Kulbardi Way,Witchcliffe,6286,CCS (Type 2),1,75.0,2025-03-02T21:32:00Z
309094,966EE088-80CD-4E74-B378-E5FFE9FDD1C4,Beverly Sonic Charge,-32.10997423531976,116.92472445036526,(Unknown Operator),$0.65 per Kwh,2.0,52 Dawson Street,Beverly,,CCS (Type 2),1,60.0,2025-02-24T10:40:00Z
308829,C99E50C1-3867-410E-9CF5-6664B1050F87,Tesla Supercharger Runaway Bay,-27.9133368394958,153.40052953561377,Tesla (including non-tesla),,6.0,Lae Drive,Runaway Bay,,CCS (Type 2),1,100.0,2025-03-04T03:29:00Z
308828,F4D4FF16-A798-4DBF-8E27-C79A72A9F78C,Ampcharge Reedy Creek,-28.093761590025125,153.39130286982396,Ampol AmpCharge,$0.60/kWh for pay-as-you-go charging.,1.0,Gemvale Road,Reedy Creek,,CCS (Type 2); CHAdeMO,2,180.0,2025-03-04T03:29:00Z
308827,1C6EDA5E-9C2D-4890-BE0E-28E29A2F0691,Evie Beenleigh,-27.714126734730037,153.18962982741107,Evie,,1.0,Loagan River Road,Beenleigh,,CCS (Type 2),1,50.0,2025-03-04T03:29:00Z
308826,89283AB3-EC89-48A9-8AFF-169DA0E52C0F,Evie Beaudesart,-27.989984369173,152.99919697266995,Evie,,1.0,William Street,Beaudesart,,CCS (Type 2),1,50.0,2025-03-04T03:29:00Z
308750,9347EEBD-7E62-485F-9EC3-011FE9E66B2F,Tesla Supercharger South Melbourne,-37.83227022248282,144.9609633571161,Tesla (Tesla-only charging),,6.0,Clarendon Street,South Melbourne,,CCS (Type 2),1,250.0,2025-03-04T03:29:00Z
308742,A16B3479-D91D-497A-AE58-7AC07198D7B7,Livingstone Market Mall,-32.08562557744585,115.915856491348,Chargefox,$0.65 per kWh,2.0,Nicholson Road ,Canning Vale,6155,CCS (Type 2),2,180.0,2025-02-12T07:02:00Z
308738,E8D9409E-6A9B-4C7F-94D9-08B14AA96693,Tesla Supercharger Bankstown,-33.933123083981414,151.0285550577326,Tesla (including non-tesla),$0.69/kWh,6.0,Chapel Road,Bankstown,,CCS (Type 2),1,250.0,2025-03-04T03:29:00Z
308599,62A2CF20-B000-4EE7-AAC6-783048C73166,RACV Healsville,-37.65071911937986,145.50301488024843,Chargefox,,7.0,Healsville - Yarra Glen Road,Healsville,,CCS (Type 2); Type 2 (Socket Only),2,50.0,2025-02-06T00:24:00Z
308598,E9A95406-9839-4492-A478-BAE92257ED63,Evie Healsville,-37.65406544922198,145.51428135787194,Evie,,1.0,River Street,Healsville,,CCS (Type 2); CHAdeMO,2,50.0,2025-02-06T00:19:00Z
308597,168EDAD8-559E-4BF5-80C6-B07FA0D2F4FA,Evie Chirnside Park,-37.761143550893365,145.3120760296531,Evie,,1.0,Fletcher Street,Chirnside Park,,CCS (Type 2); CHAdeMO,2,50.0,2025-02-06T00:19:00Z
308596,250594C4-B318-4BB3-9C10-BAD0EB333E01,Tesla Supercharger Oakleigh Repair Centre,-37.91568317695367,145.10327868938475,Tesla (including non-tesla),Supercharger rates,6.0,Huntingdale Road,Oakleigh South,,CCS (Type 2),1,250.0,2025-10-05T03:54:00Z
308595,850A3D0E-465A-4578-8BDB-CC2E1981D5F1,Jolt Cheltenham,-37.95675410011873,145.0413433811873,Jolt,,1.0,Bay Road,Cheltenham,,CCS (Type 2); CHAdeMO,2,50.0,2025-02-05T23:39:00Z
308594,A65E3119-2AAD-44D2-95FB-5DC31E6682D9,Jolt Black Rock,-37.97570246970103,145.01742302760965,Jolt,,1.0,Balcolme Road,Black Rock,,CCS (Type 2); CHAdeMO,2,50.0,2025-02-05T23:34:00Z
308593,EEF1D841-7106-429E-9ABB-5688A381D8D4,Jolt Berwick Springs Hotel,-38.05976565896848,145.33777518791914,Jolt,,1.0,Clyde Road,Berwick,,CCS (Type 2); CHAdeMO,2,50.0,2025-02-05T23:34:00Z
308267,4E8DEB7F-C549-49B3-BAB4-C1079C9548B4,CTR Foster,-38.65334183522216,146.20090536375835,Chargefox,,2.0,Station Road,Foster,,CCS (Type 2),1,50.0,2025-01-25T23:59:00Z
308266,C61AE8BF-D761-4F9B-B44C-4C524DDBC7AF,CTR Meeniyan,-38.577399770082174,146.01315810300719,Chargefox,,2.0,Tompkins Road,Meeniyan,,CCS (Type 2),1,50.0,2025-01-25T23:54:00Z
308265,C42BD908-6D1B-4209-A7DE-69FFB9B87871,Tesla Supercharger Goulburn South,-34.77317841750358,149.69280797132302,Tesla (including non-tesla),,12.0,Lockyer Street,Goulburn,,CCS (Type 2),1,250.0,2025-02-17T16:56:00Z
308264,BAFBF5AC-4A7C-4013-8EAC-21966B5E3992,Evie Yarra Juncion,-37.78094746065134,145.61331093083584,Evie,,1.0,Park Road,Yarra Junction,,CCS (Type 2); CHAdeMO,2,50.0,2025-01-25T23:19:00Z
308263,4AA7E11F-2550-4E80-9DFC-D566DA687AAD,Evie Bannockburn,-38.04790103443605,144.17035966698813,Evie,,1.0,High Street,Bannockburn,,CCS (Type 2); CHAdeMO,2,50.0,2025-01-25T23:19:00Z
308262,0ED601A3-D1C5-404D-99B3-CD3FBE734109,Coles Sebastopol,-37.599568029281286,143.84045921173038,Chargefox,,2.0,Midland Highway,Sebastopol,,Type 2 (Socket Only),1,22.0,2025-01-25T23:14:00Z
308229,9D866D76-F3B7-4F35-8AB7-F18717F8666F,Evie Glen Gala Village,-37.79308442111111,144.7896023171707,Chargefox,,4.0,Fitzgerald Road,Sunshine West,,CCS (Type 2); CHAdeMO,2,75.0,2025-01-25T05:49:00Z
308228,003CE8F4-A6E2-4F1F-B9CE-CEAFFF6B1500,Toyota Altona,-37.832781169763166,144.82753568527227,Chargefox,,3.0,Grieve Parade,Altona,,CCS (Type 2); CHAdeMO,2,75.0,2025-01-25T05:44:00Z
308227,894FEEB4-8D7F-4AE9-88FF-D1F0F29AD53A,Lollypop Creek Community Centre,-37.909988077571576,144.61367550280465,Chargefox,,2.0,Shipwright Parade,Harpley,,CCS (Type 2),1,50.0,2025-01-25T05:39:00Z
308226,565B03F9-5BA8-4A78-989E-DC8E8E03BE65,Ampcharge Werribee,-37.899759968148494,144.6650849021937,Ampol AmpCharge,,1.0,Cherry Street,Werribee,,CCS (Type 2),1,180.0,2025-01-25T05:39:00Z
308225,362E01AB-0D13-41DB-820E-14A19C6D88B5,BP Pulse,-37.7557555131601,144.7410636793341,BP Pulse (AU),,8.0,Ballarat Road,Caroline Springs,,CCS (Type 2),1,150.0,2025-01-25T05:14:00Z
308160,079D79F8-7B23-4C49-B9EB-77B886D0526E,RAA Kingston SE,-36.82862578575707,139.84961594515414,Chargefox,,3.0,Marine Parade,Kingston SE,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,200.0,2025-01-23T07:44:00Z
308159,E162EB96-DB7C-4CF0-B3FE-7EDF4E19F2B0,RAA Naracoorte,-36.957104904405874,140.74352876205376,Chargefox,,2.0,Robertson Street,Naracoorte,,CCS (Type 2); Type 2 (Socket Only),2,200.0,2025-01-23T07:44:00Z
308158,EF98E524-AEFE-4C87-8594-4936579E9218,RAA Coonalpyn,-35.69525828198586,139.85657638646347,Chargefox,,2.0,Richards Terrace,Coonalpyn,,CCS (Type 2); Type 2 (Socket Only),2,150.0,2025-01-23T07:44:00Z
308029,BCC42FA8-F77B-4FAC-994B-5C3FF79F59CE,RAA Charge Marla Travellers Rest,-27.30500995290457,133.62169364848148,Chargefox,Peak $0.32 per kWh (5:00PM - 10:00PM) Standard $0.25 other times,3.0,1 Stuart Highway,Marla,5724,Type 2 (Socket Only),1,7.0,2025-01-23T07:44:00Z
307990,2DE1C695-CDDE-4FF1-BCDC-069D29B7B7B1,Woolworths Yass,-34.845647791374056,148.9156385427242,Chargefox,,4.0,Comur Street,Yass,,CCS (Type 2),1,50.0,2025-01-23T07:44:00Z
307989,A69D56C0-75F6-4A70-9274-478BD8411E18,Woolworths Fishermans Bend,-37.8313475403691,144.92982685129846,Chargefox,,2.0,Plumber Street,Fishermans Bend,,CCS (Type 2),1,50.0,2025-01-23T07:44:00Z
307988,26DCDC42-8B0C-4D45-AB50-470E4E3AEDA7,Evie Richmond Library,-37.825531454943984,144.99874510755922,Evie,,1.0,Swan Street,Richmond,,CCS (Type 2),1,50.0,2025-01-23T07:44:00Z
307898,6C9CFC4F-AAE9-414D-8494-8AC9A166E2A6,Riverton Mall,-32.039141558623534,115.90778289825715,Evie,$0.64 per kWh,4.0,353 High,Riverton,6148,CCS (Type 2); CHAdeMO,4,75.0,2025-06-03T10:19:00Z
307788,36CD97A8-3670-4E5E-B717-BAB8993026E5,Ampcharge Barkly Square,-37.776585212413124,144.9639271835984,Ampol AmpCharge,,8.0,Barkly Street,Brunswick,,CCS (Type 2),1,150.0,2025-01-23T07:44:00Z
307787,A7D9A337-CCDD-49F2-BA49-2A124B5C9D7F,Tesla Supercharger Bordertown,-36.29806431043085,140.75704069780193,Tesla (Tesla-only charging),,4.0,Dukes Highway,Bordertown,,CCS (Type 2),1,250.0,2025-01-23T07:44:00Z
307786,3555A320-9E98-46B2-A3BB-60F1EADFCA4B,RAA Bordertown,-36.30916560839312,140.7802897527946,Chargefox,,3.0,Adamson Terrace,Bordertown,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,200.0,2025-01-23T07:44:00Z
307785,E6683D9E-1440-41B6-BE39-84A48614C035,RAA Mount Gambier,-37.83093305008087,140.7803969736217,Chargefox,,8.0,Sturt Street,Mount Gambier,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,200.0,2025-01-23T07:44:00Z
307784,695527B6-06AC-4F3E-8D6E-456E73FD511D,Tesla Supercharger Mount Gambier,-37.83518604477705,140.8022529347133,Tesla (including non-tesla),,6.0,Jubilee Highway,Mount Gambier,,CCS (Type 2),1,250.0,2025-01-23T07:44:00Z
307775,4B0AD37B-8014-4B26-8CA1-02BFCB7AD19C,ENGIE - Chadstone 2,-37.88820940951108,145.08494077130194,Engie,,4.0,Dandenong Road,Chadstone,,CCS (Type 2),1,120.0,2025-01-23T07:44:00Z
307774,6DDB62FE-761C-4287-9F35-F8A6A37835AE,Ampcharge Sandown,-37.94161999001956,145.16671110078272,Ampol AmpCharge,,2.0,Princes Highway,Sandown,,CCS (Type 2),1,180.0,2025-01-23T07:44:00Z
307773,26524B02-CEFA-48A1-807D-A3A89C4E66BA,Ampcharge Cheltenham,-37.99571529046778,145.182222569087,Ampol AmpCharge,,2.0,Cheltenham Road,Keysborough,,CCS (Type 2),1,180.0,2025-01-23T07:44:00Z
307772,6783EC65-0872-46E7-95DD-33DE9426DB31,Evie Portland,-38.34684478419478,141.60283197044578,Evie,,2.0,Henty Street,Portland,,CCS (Type 2); CHAdeMO,2,50.0,2025-01-23T07:44:00Z
307771,CCF53323-7435-4E9C-B570-E15B82B3BBAE,Evie Hamilton,-37.742657443427255,142.0204391323382,Evie,,2.0,Scoresby Street,Hamilton,,CCS (Type 2); CHAdeMO,2,50.0,2025-01-23T07:44:00Z
307770,A5B7BA5D-AA25-484F-805F-15F47931B0E0,Geelong West Veledrome,-38.129239527848746,144.34542725752488,Chargefox,,2.0,Weddell Road,Geelong West,,Type 2 (Socket Only),1,22.0,2025-01-23T07:44:00Z
307769,9CD12B47-863E-4B5C-9A94-0706258A4DD7,Evie Barabool Heights Plaza,-38.16095627974979,144.30595213669608,Evie,,4.0,Province Blvd,Highton,,CCS (Type 2); CHAdeMO,2,50.0,2025-01-23T07:44:00Z
307768,ABBDE75D-171C-423C-BD2D-197534E05D5B,Harden Country Club,-34.5627690756498,148.36103557280512,Exploren,Free,1.0,East Street,Harden,,Type 2 (Socket Only),1,22.0,2025-01-23T07:44:00Z
